,arg_names,arg_text,arg_types,args_string,args_vals,class_name,link,module,section_name
165,"['kernel', 'gamma', 'n_neighbors', 'alpha', 'max_iter', 'tol']","[""kernel : {'knn', 'rbf'}"", 'gamma : float', 'n_neighbors : integer > 0', 'alpha : float', 'max_iter : float', 'tol : float']","[None, ""<type 'float'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>""]","kernel='rbf', gamma=20, n_neighbors=7, alpha=0.2, max_iter=30, tol=0.001","[('kernel', ""'rbf'""), ('gamma', '20'), ('n_neighbors', '7'), ('alpha', '0.2'), ('max_iter', '30'), ('tol', '0.001')]",LabelSpreading,http://scikit-learn.org/stable/modules/generated/sklearn.semi_supervised.LabelSpreading.html#sklearn.semi_supervised.LabelSpreading,sklearn.semi_supervised,Semi-Supervised Learning
166,"['C', 'kernel', 'degree', 'gamma', 'coef0', 'probability', 'shrinking', 'tol', 'cache_size', 'class_weight', 'verbose', 'max_iter', 'decision_function_shape', 'random_state']","['C : float, optional (default=1.0)', ""kernel : string, optional (default='rbf')"", 'degree : int, optional (default=3)', ""gamma : float, optional (default='auto')"", 'coef0 : float, optional (default=0.0)', 'probability : boolean, optional (default=False)', 'shrinking : boolean, optional (default=True)', 'tol : float, optional (default=1e-3)', 'cache_size : float, optional', ""class_weight : {dict, 'balanced'}, optional"", 'verbose : bool, default: False', 'max_iter : int, optional (default=-1)', ""decision_function_shape : 'ovo', 'ovr' or None, default=None"", 'random_state : int seed, RandomState instance, or None (default)']","[""<type 'float'>"", ""<type 'str'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'dict'>"", ""<type 'bool'>"", ""<type 'int'>"", None, ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","C=1.0, kernel='rbf', degree=3, gamma='auto', coef0=0.0, shrinking=True, probability=False, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, decision_function_shape=None, random_state=None","[('C', '1.0'), ('kernel', ""'rbf'""), ('degree', '3'), ('gamma', ""'auto'""), ('coef0', '0.0'), ('shrinking', 'True'), ('probability', 'False'), ('tol', '0.001'), ('cache_size', '200'), ('class_weight', 'None'), ('verbose', 'False'), ('max_iter', '-1'), ('decision_function_shape', 'None'), ('random_state', 'None')]",SVC,http://scikit-learn.org/stable/modules/generated/sklearn.svm.SVC.html#sklearn.svm.SVC,sklearn.svm,Support Vector Machines
167,"['C', 'loss', 'penalty', 'dual', 'tol', ""multi_class: string, 'ovr' or 'crammer_singer' (default='ovr')"", 'fit_intercept', 'intercept_scaling', 'class_weight', 'verbose', 'random_state', 'max_iter']","['C : float, optional (default=1.0)', ""loss : string, 'hinge' or 'squared_hinge' (default='squared_hinge')"", ""penalty : string, 'l1' or 'l2' (default='l2')"", 'dual : bool, (default=True)', 'tol : float, optional (default=1e-4)', ""multi_class: string, 'ovr' or 'crammer_singer' (default='ovr') :"", 'fit_intercept : boolean, optional (default=True)', 'intercept_scaling : float, optional (default=1)', ""class_weight : {dict, 'balanced'}, optional"", 'verbose : int, (default=0)', 'random_state : int seed, RandomState instance, or None (default=None)', 'max_iter : int, (default=1000)']","[""<type 'float'>"", ""<type 'str'>"", ""<type 'str'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'str'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'dict'>"", ""<type 'int'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'int'>""]","penalty='l2', loss='squared_hinge', dual=True, tol=0.0001, C=1.0, multi_class='ovr', fit_intercept=True, intercept_scaling=1, class_weight=None, verbose=0, random_state=None, max_iter=1000","[('penalty', ""'l2'""), ('loss', ""'squared_hinge'""), ('dual', 'True'), ('tol', '0.0001'), ('C', '1.0'), ('multi_class', ""'ovr'""), ('fit_intercept', 'True'), ('intercept_scaling', '1'), ('class_weight', 'None'), ('verbose', '0'), ('random_state', 'None'), ('max_iter', '1000')]",LinearSVC,http://scikit-learn.org/stable/modules/generated/sklearn.svm.LinearSVC.html#sklearn.svm.LinearSVC,sklearn.svm,Support Vector Machines
168,"['nu', 'kernel', 'degree', 'gamma', 'coef0', 'probability', 'shrinking', 'tol', 'cache_size', 'class_weight', 'verbose', 'max_iter', 'decision_function_shape', 'random_state']","['nu : float, optional (default=0.5)', ""kernel : string, optional (default='rbf')"", 'degree : int, optional (default=3)', ""gamma : float, optional (default='auto')"", 'coef0 : float, optional (default=0.0)', 'probability : boolean, optional (default=False)', 'shrinking : boolean, optional (default=True)', 'tol : float, optional (default=1e-3)', 'cache_size : float, optional', ""class_weight : {dict, 'auto'}, optional"", 'verbose : bool, default: False', 'max_iter : int, optional (default=-1)', ""decision_function_shape : 'ovo', 'ovr' or None, default=None"", 'random_state : int seed, RandomState instance, or None (default)']","[""<type 'float'>"", ""<type 'str'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'dict'>"", ""<type 'bool'>"", ""<type 'int'>"", None, ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","nu=0.5, kernel='rbf', degree=3, gamma='auto', coef0=0.0, shrinking=True, probability=False, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, decision_function_shape=None, random_state=None","[('nu', '0.5'), ('kernel', ""'rbf'""), ('degree', '3'), ('gamma', ""'auto'""), ('coef0', '0.0'), ('shrinking', 'True'), ('probability', 'False'), ('tol', '0.001'), ('cache_size', '200'), ('class_weight', 'None'), ('verbose', 'False'), ('max_iter', '-1'), ('decision_function_shape', 'None'), ('random_state', 'None')]",NuSVC,http://scikit-learn.org/stable/modules/generated/sklearn.svm.NuSVC.html#sklearn.svm.NuSVC,sklearn.svm,Support Vector Machines
169,"['C', 'epsilon', 'kernel', 'degree', 'gamma', 'coef0', 'shrinking', 'tol', 'cache_size', 'verbose', 'max_iter']","['C : float, optional (default=1.0)', 'epsilon : float, optional (default=0.1)', ""kernel : string, optional (default='rbf')"", 'degree : int, optional (default=3)', ""gamma : float, optional (default='auto')"", 'coef0 : float, optional (default=0.0)', 'shrinking : boolean, optional (default=True)', 'tol : float, optional (default=1e-3)', 'cache_size : float, optional', 'verbose : bool, default: False', 'max_iter : int, optional (default=-1)']","[""<type 'float'>"", ""<type 'float'>"", ""<type 'str'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>""]","kernel='rbf', degree=3, gamma='auto', coef0=0.0, tol=0.001, C=1.0, epsilon=0.1, shrinking=True, cache_size=200, verbose=False, max_iter=-1","[('kernel', ""'rbf'""), ('degree', '3'), ('gamma', ""'auto'""), ('coef0', '0.0'), ('tol', '0.001'), ('C', '1.0'), ('epsilon', '0.1'), ('shrinking', 'True'), ('cache_size', '200'), ('verbose', 'False'), ('max_iter', '-1')]",SVR,http://scikit-learn.org/stable/modules/generated/sklearn.svm.SVR.html#sklearn.svm.SVR,sklearn.svm,Support Vector Machines
170,"['C', 'loss', 'epsilon', 'dual', 'tol', 'fit_intercept', 'intercept_scaling', 'verbose', 'random_state', 'max_iter']","['C : float, optional (default=1.0)', ""loss : string, 'epsilon_insensitive' or 'squared_epsilon_insensitive' (default='epsilon_insensitive')"", 'epsilon : float, optional (default=0.1)', 'dual : bool, (default=True)', 'tol : float, optional (default=1e-4)', 'fit_intercept : boolean, optional (default=True)', 'intercept_scaling : float, optional (default=1)', 'verbose : int, (default=0)', 'random_state : int seed, RandomState instance, or None (default=None)', 'max_iter : int, (default=1000)']","[""<type 'float'>"", ""<type 'str'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'int'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'int'>""]","epsilon=0.0, tol=0.0001, C=1.0, loss='epsilon_insensitive', fit_intercept=True, intercept_scaling=1.0, dual=True, verbose=0, random_state=None, max_iter=1000","[('epsilon', '0.0'), ('tol', '0.0001'), ('C', '1.0'), ('loss', ""'epsilon_insensitive'""), ('fit_intercept', 'True'), ('intercept_scaling', '1.0'), ('dual', 'True'), ('verbose', '0'), ('random_state', 'None'), ('max_iter', '1000')]",LinearSVR,http://scikit-learn.org/stable/modules/generated/sklearn.svm.LinearSVR.html#sklearn.svm.LinearSVR,sklearn.svm,Support Vector Machines
171,"['C', 'nu', 'kernel', 'degree', 'gamma', 'coef0', 'shrinking', 'tol', 'cache_size', 'verbose', 'max_iter']","['C : float, optional (default=1.0)', 'nu : float, optional', ""kernel : string, optional (default='rbf')"", 'degree : int, optional (default=3)', ""gamma : float, optional (default='auto')"", 'coef0 : float, optional (default=0.0)', 'shrinking : boolean, optional (default=True)', 'tol : float, optional (default=1e-3)', 'cache_size : float, optional', 'verbose : bool, default: False', 'max_iter : int, optional (default=-1)']","[""<type 'float'>"", ""<type 'float'>"", ""<type 'str'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>""]","nu=0.5, C=1.0, kernel='rbf', degree=3, gamma='auto', coef0=0.0, shrinking=True, tol=0.001, cache_size=200, verbose=False, max_iter=-1","[('nu', '0.5'), ('C', '1.0'), ('kernel', ""'rbf'""), ('degree', '3'), ('gamma', ""'auto'""), ('coef0', '0.0'), ('shrinking', 'True'), ('tol', '0.001'), ('cache_size', '200'), ('verbose', 'False'), ('max_iter', '-1')]",NuSVR,http://scikit-learn.org/stable/modules/generated/sklearn.svm.NuSVR.html#sklearn.svm.NuSVR,sklearn.svm,Support Vector Machines
172,"['kernel', 'nu', 'degree', 'gamma', 'coef0', 'tol', 'shrinking', 'cache_size', 'verbose', 'max_iter', 'random_state']","[""kernel : string, optional (default='rbf')"", 'nu : float, optional', 'degree : int, optional (default=3)', ""gamma : float, optional (default='auto')"", 'coef0 : float, optional (default=0.0)', 'tol : float, optional', 'shrinking : boolean, optional', 'cache_size : float, optional', 'verbose : bool, default: False', 'max_iter : int, optional (default=-1)', 'random_state : int seed, RandomState instance, or None (default)']","[""<type 'str'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'int'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","kernel='rbf', degree=3, gamma='auto', coef0=0.0, tol=0.001, nu=0.5, shrinking=True, cache_size=200, verbose=False, max_iter=-1, random_state=None","[('kernel', ""'rbf'""), ('degree', '3'), ('gamma', ""'auto'""), ('coef0', '0.0'), ('tol', '0.001'), ('nu', '0.5'), ('shrinking', 'True'), ('cache_size', '200'), ('verbose', 'False'), ('max_iter', '-1'), ('random_state', 'None')]",OneClassSVM,http://scikit-learn.org/stable/modules/generated/sklearn.svm.OneClassSVM.html#sklearn.svm.OneClassSVM,sklearn.svm,Support Vector Machines
173,"['criterion', 'splitter', 'max_features', 'max_depth', 'min_samples_split', 'min_samples_leaf', 'min_weight_fraction_leaf', 'max_leaf_nodes', 'class_weight', 'random_state', 'presort']","[""criterion : string, optional (default='gini')"", ""splitter : string, optional (default='best')"", 'max_features : int, float, string or None, optional (default=None)', 'max_depth : int or None, optional (default=None)', 'min_samples_split : int, optional (default=2)', 'min_samples_leaf : int, optional (default=1)', 'min_weight_fraction_leaf : float, optional (default=0.)', 'max_leaf_nodes : int or None, optional (default=None)', ""class_weight : dict, list of dicts, 'balanced' or None, optional (default=None)"", 'random_state : int, RandomState instance or None, optional (default=None)', 'presort : bool, optional (default=False)']","[""<type 'str'>"", ""<type 'str'>"", ""<type 'float'>"", ""(<type 'int'>, None)"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""(<type 'int'>, None)"", ""<type 'dict'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'bool'>""]","criterion='gini', splitter='best', max_depth=None, min_samples_split=2, min_samples_leaf=1, min_weight_fraction_leaf=0.0, max_features=None, random_state=None, max_leaf_nodes=None, class_weight=None, presort=False","[('criterion', ""'gini'""), ('splitter', ""'best'""), ('max_depth', 'None'), ('min_samples_split', '2'), ('min_samples_leaf', '1'), ('min_weight_fraction_leaf', '0.0'), ('max_features', 'None'), ('random_state', 'None'), ('max_leaf_nodes', 'None'), ('class_weight', 'None'), ('presort', 'False')]",DecisionTreeClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html#sklearn.tree.DecisionTreeClassifier,sklearn.tree,Decision Trees
174,"['criterion', 'splitter', 'max_features', 'max_depth', 'min_samples_split', 'min_samples_leaf', 'min_weight_fraction_leaf', 'max_leaf_nodes', 'random_state', 'presort']","[""criterion : string, optional (default='mse')"", ""splitter : string, optional (default='best')"", 'max_features : int, float, string or None, optional (default=None)', 'max_depth : int or None, optional (default=None)', 'min_samples_split : int, optional (default=2)', 'min_samples_leaf : int, optional (default=1)', 'min_weight_fraction_leaf : float, optional (default=0.)', 'max_leaf_nodes : int or None, optional (default=None)', 'random_state : int, RandomState instance or None, optional (default=None)', 'presort : bool, optional (default=False)']","[""<type 'str'>"", ""<type 'str'>"", ""<type 'float'>"", ""(<type 'int'>, None)"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>"", ""(<type 'int'>, None)"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'bool'>""]","criterion='mse', splitter='best', max_depth=None, min_samples_split=2, min_samples_leaf=1, min_weight_fraction_leaf=0.0, max_features=None, random_state=None, max_leaf_nodes=None, presort=False","[('criterion', ""'mse'""), ('splitter', ""'best'""), ('max_depth', 'None'), ('min_samples_split', '2'), ('min_samples_leaf', '1'), ('min_weight_fraction_leaf', '0.0'), ('max_features', 'None'), ('random_state', 'None'), ('max_leaf_nodes', 'None'), ('presort', 'False')]",DecisionTreeRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeRegressor.html#sklearn.tree.DecisionTreeRegressor,sklearn.tree,Decision Trees
175,"['X', 'check_input']","['X : array_like or sparse matrix, shape = [n_samples, n_features]', 'check_input : boolean, (default=True)']","[""<type 'numpy.ndarray'>"", ""<type 'bool'>""]","criterion='gini', splitter='random', max_depth=None, min_samples_split=2, min_samples_leaf=1, min_weight_fraction_leaf=0.0, max_features='auto', random_state=None, max_leaf_nodes=None, class_weight=None","[('criterion', ""'gini'""), ('splitter', ""'random'""), ('max_depth', 'None'), ('min_samples_split', '2'), ('min_samples_leaf', '1'), ('min_weight_fraction_leaf', '0.0'), ('max_features', ""'auto'""), ('random_state', 'None'), ('max_leaf_nodes', 'None'), ('class_weight', 'None')]",ExtraTreeClassifier,http://scikit-learn.org/stable/modules/generated/sklearn.tree.ExtraTreeClassifier.html#sklearn.tree.ExtraTreeClassifier,sklearn.tree,Decision Trees
176,"['X', 'check_input']","['X : array_like or sparse matrix, shape = [n_samples, n_features]', 'check_input : boolean, (default=True)']","[""<type 'numpy.ndarray'>"", ""<type 'bool'>""]","criterion='mse', splitter='random', max_depth=None, min_samples_split=2, min_samples_leaf=1, min_weight_fraction_leaf=0.0, max_features='auto', random_state=None, max_leaf_nodes=None","[('criterion', ""'mse'""), ('splitter', ""'random'""), ('max_depth', 'None'), ('min_samples_split', '2'), ('min_samples_leaf', '1'), ('min_weight_fraction_leaf', '0.0'), ('max_features', ""'auto'""), ('random_state', 'None'), ('max_leaf_nodes', 'None')]",ExtraTreeRegressor,http://scikit-learn.org/stable/modules/generated/sklearn.tree.ExtraTreeRegressor.html#sklearn.tree.ExtraTreeRegressor,sklearn.tree,Decision Trees
